product_id,mrp,ram,inbuilt_storage,weight,battery_power,battery_type,form_factor,length,width,height,os_name,os_version,phone_warranty (months),camera_count,cam_has_AI,cam_has_OIS,cam_has_Zoom,cam_has_HDR,cam_has_Macro,cam_has_Portrait,main_camera_MP,is_success
B0BKKHFGCP,10999,4,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B07WHQ4S68,12499,4,64,183,5000,0,0,16.4,7.6,0.8,1,12.0,12,2,0,0,0,0,0,0,12,False
B07WGNYCPN,37990,12,12,200,4350,0,0,15.9,7.5,0.9,1,12.0,12,2,1,1,1,1,1,1,48,True
B07WHR5ZG7,31999,12,256,193,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,64,True
B09RZFND7N,5590,2,32,410,2900,0,2,16.0,11.0,1.0,0,8.0,0,2,0,0,0,0,0,0,12,False
B0C2CT2C38,7999,4,4,370,5000,1,7,16.5,7.7,0.9,0,11.0,12,2,0,0,0,0,0,0,12,False
B0BZPNFCGF,7799,4,64,300,5000,0,7,15.9,7.7,0.9,0,11.0,12,2,0,0,0,0,0,0,12,False
B0BYDF71KN,6999,2,64,187,4000,0,8,16.1,7.4,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B07GRJVZVS,6999,3,32,138,2990,0,8,14.6,6.8,0.9,0,8.0,12,2,0,0,0,0,0,0,12,False
B00QGELJ2W,8400,3,16,130,3000,0,8,5.51,2.7600000000000002,3.1,0,4.4,12,2,0,0,0,0,0,0,5,False
B09TPD21GK,5740,4,32,330,3000,0,8,19.0,9.2,0.54,0,7.1,0,2,0,0,0,0,0,0,12,False
B0BS17TCSS,24999,8,128,197,5000,0,0,16.5,7.7,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B09JGKJZH2,8790,3,32,237,6000,1,0,17.8,7.9,1.0,0,10.0,12,2,0,0,0,0,0,0,12,False
B09JGJ442F,9918,4,64,237,6000,1,0,17.8,7.9,1.0,0,8.0,12,2,0,0,0,0,0,0,12,False
B09Y9BXQ2R,12999,4,64,191,5050,1,0,16.5,7.5,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B09JGHZ84C,8700,3,32,237,6000,1,0,17.8,7.9,1.0,0,10.0,12,2,0,0,0,0,0,0,12,False
B09BW5N7SZ,8299,3,32,196,5000,0,0,16.5,7.6,1.0,0,11.0,12,2,0,0,0,0,0,0,12,False
B09JGHCQ4C,11400,4,64,237,6000,1,0,17.8,7.9,1.0,0,11.0,12,2,0,0,0,0,0,0,12,False
B0BM4LBFM6,8699,3,32,200,5050,1,8,16.9,7.8,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B09NY874NW,7999,3,32,370,5000,1,2,16.49,7.71,0.9,0,10.0,12,2,0,0,0,0,0,0,12,False
B0C46B4GLM,29999,8,128,300,4500,0,7,15.0,10.0,0.5,0,10.0,12,2,0,0,0,0,0,0,12,False
B07GKYHN3H,5149,1,8,140,4000,0,8,14.6,6.8,0.9,0,8.1,12,2,0,0,0,0,0,0,12,True
B09SH88XFC,59990,8,128,195,4500,0,0,15.7,7.6,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BTM5X7VC,36999,8,256,200,4200,1,8,15.9,7.4,0.8,0,12.0,24,2,0,0,0,0,0,0,12,False
B0B9YK24TF,4499,0,0,124,1450,0,2,20.5,5.5,1.1,5,30.0,12,2,0,0,0,0,0,0,12,False
B09FKB3446,7999,4,64,195,5000,0,7,16.5,7.6,0.9,0,11.0,12,2,1,1,1,1,1,1,5,True
B09VC9SHHH,5549,2,32,157,3000,1,0,14.8,7.2,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BX9JS72P,10420,6,128,192,5000,1,0,16.88,7.65,0.87,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BMLX2V2L,8989,4,64,203,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BPLSPG93,6999,3,32,210,4000,0,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B07WDK2QZ7,32990,8,128,200,4350,0,0,15.9,7.5,0.9,1,12.0,12,2,1,1,1,1,1,1,48,True
B0BT9J4QMZ,4690,3,32,350,3000,0,2,15.8,9.2,0.45999999999999996,0,7.0,3,2,0,0,0,0,0,0,12,False
B0BBN3WF7V,5699,2,32,192,5000,1,0,16.5,7.7,0.9,6,11.0,12,2,0,0,0,0,0,0,12,True
B0BY8MCQ9S,19999,8,128,195,5000,1,7,16.6,7.6,0.8,4,12.0,12,2,0,0,0,0,0,0,12,True
B09WQYFLRX,18999,6,128,195,5000,1,7,16.4,7.6,0.9,4,12.1,12,2,0,0,0,0,0,0,12,True
B0BMGB2TPR,8499,4,64,188,5000,0,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BSTVXFWD,11999,6,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B09ZBF5Y4J,13999,4,64,195,5000,0,0,18.4,9.8,0.65,0,12.0,12,2,0,0,0,0,0,0,12,True
B0B4F2TTTS,10999,4,64,207,6000,0,3,5.0,5.0,2.8,0,12.0,12,5,0,0,0,0,0,0,50,True
B0BZ479WZD,10999,4,64,190,5000,0,7,16.6,7.6,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BRVFZSGV,23949,6,128,520,5000,1,7,17.4,9.0,0.67,0,12.0,0,2,0,0,0,0,0,0,12,False
B09TWH8YHM,18499,8,128,215,6000,0,5,16.5,7.7,0.9,0,12.0,12,6,0,0,0,0,0,0,50,True
B0BBH1X5K4,9999,4,64,201,5000,1,0,16.4,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,False
B09WRMNJ9G,34999,8,128,190,5000,1,7,16.3,7.6,0.8,4,12.1,12,2,0,0,0,0,0,0,12,True
B0BZ466BWW,12999,6,128,190,5000,0,7,16.6,7.6,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0B4F38D6K,12999,6,128,207,6000,0,5,16.5,7.7,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B07WDKLDRX,24999,8,128,190,4700,0,0,16.3,7.6,0.9,1,12.0,12,2,0,0,0,0,0,0,64,True
B0BY8JZ22K,19999,8,128,195,5000,1,7,16.6,7.6,0.8,4,12.1,12,2,0,0,0,0,0,0,12,True
B0BMGG6NKT,9499,4,128,188,5000,0,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BZCWLJHK,14990,4,128,206,6000,0,0,16.7,7.7,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BBM7L888,7999,4,64,182,5000,0,7,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B08VB57558,34999,8,128,190,4500,0,5,15.98,7.45,0.84,0,11.0,12,5,1,1,1,1,1,1,12,True
B09G38DT4B,26999,6,128,158,4250,1,4,16.1,7.6,0.7,3,12.5,12,5,1,1,1,1,1,1,64,True
B0BQ3MMPX6,16999,4,128,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BD3V985M,15499,6,128,196,6000,0,0,15.9,7.4,0.9,0,12.0,12,6,1,1,1,1,1,1,12,True
B0BBMGZ5T4,6899,3,32,182,5000,0,7,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B09FKDH6FS,6499,2,32,182,5000,0,7,16.41,7.56,0.85,0,11.0,12,2,1,1,1,1,1,1,5,True
B0BX9BDG4Q,8999,6,128,203,5000,1,2,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BMQSF1M4,9499,3,64,189,5000,1,0,16.4,7.6,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0C24CWJ2K,35550,8,1,310,10,1,6,15.0,7.0,0.7,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BSTVXFWD,11999,6,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BKKHFGCP,10999,4,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BVBBN1K8,7999,4,64,204,5000,0,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B07WGPLN76,19999,8,128,173,4500,0,0,15.9,7.4,0.8,1,13.0,12,4,0,0,0,0,0,0,64,True
B082F2T5PQ,18999,8,128,188,5000,1,0,16.0,7.3,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BMGB3CH9,8499,4,64,188,5000,0,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BS1673FT,22999,6,128,197,5000,0,0,16.5,7.7,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BXD5ZZQ5,30999,8,128,198,5000,0,0,16.1,7.8,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BXD5H8GR,32999,8,256,198,5000,0,0,16.1,7.8,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B07KXCH2FP,31980,8,128,157,3400,0,8,15.0,7.0,0.8,0,9.0,12,2,0,0,0,0,0,0,16,False
B0BW5SL3V1,6299,2,64,179,3000,0,8,16.1,7.4,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BZCG8FNL,88888,12,256,299,5000,1,8,15.9,14.0,0.7,0,13.0,12,4,1,1,1,1,1,1,50,False
B07WFPMQB1,18999,6,128,173,4500,0,0,15.9,7.4,0.8,1,13.0,12,4,0,0,0,0,0,0,64,True
B0BQJLCQD3,56999,8,128,205,5000,1,7,16.3,7.5,0.9,4,60.0,12,2,0,0,0,0,0,0,12,True
B0BZWCJDRB,20999,8,128,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B09ZBFD6TJ,21999,6,128,181,5000,0,0,17.5,9.1,0.6900000000000001,0,12.0,12,2,0,0,0,0,0,0,12,True
B09LHX1YFX,18999,8,128,195,5000,1,5,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BQ3PJJDQ,16999,128,4,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BT9F9SJJ,74998,8,128,168,3900,0,0,16.5,7.5,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B09MWCWRMP,8399,4,64,196,5000,1,8,16.9,7.7,0.9,2,7.6,12,2,0,0,0,0,0,0,12,True
B0BXLPY5WW,5999,2,64,207,6000,1,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B07WHSJXLF,24999,8,128,180,4700,0,0,16.0,7.4,0.8,1,12.0,12,5,0,0,0,0,0,0,64,True
B0BQ3MT8P2,18999,128,6,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B07WHQLR7G,54999,8,256,205,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,12,False
B09RV799HF,6999,4,64,90,5000,0,0,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,False
B0BSNP46QP,39999,8,128,205,5000,1,7,16.3,7.4,0.9,4,60.0,12,2,0,0,0,0,0,0,12,True
B0BQ3PYMCZ,18999,8,128,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BG4SDFSH,15499,4,128,216,6000,1,8,17.1,7.8,0.9,2,8.6,12,4,1,1,1,1,1,1,50,False
B09X594RJ2,25999,8,256,198,4700,1,8,16.4,7.4,0.9,2,8.0,12,8,1,1,1,1,1,1,50,False
B0B5S5MG7L,21999,8,128,205,5000,1,8,16.7,7.4,0.9,2,8.6,12,5,1,1,1,1,1,1,64,False
B0BR88WGC5,49999,12,256,218,5160,1,8,16.5,7.3,0.9,2,12.0,12,2,1,0,0,0,0,1,50,False
B0BPS4YLQT,39999,8,256,210,5160,1,8,16.5,7.3,0.9,2,12.0,12,2,0,1,0,0,0,0,64,False
B09FLZZMDT,5199,2,16,157,3000,0,0,14.8,7.2,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B09Y99VSSJ,13499,6,128,191,5050,1,0,16.5,7.5,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BSNNWX8R,44999,16,256,205,5000,1,7,16.3,7.4,0.9,4,13.0,12,2,0,0,0,0,0,0,12,True
B09WQY65HN,18990,6,128,195,5000,1,7,16.4,7.6,0.9,4,12.1,12,2,0,0,0,0,0,0,12,True
B0BQJM2PXW,61999,16,256,205,5000,1,7,16.3,7.5,0.9,4,13.0,12,2,0,0,0,0,0,0,12,True
B07WGP3P6C,59999,16,256,205,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,12,False
B0B4F5L738,13999,6,128,195,5000,0,5,16.5,7.7,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B09TWH8YHM,18499,8,128,215,6000,0,5,16.5,7.7,0.9,0,12.0,12,6,0,0,0,0,0,0,50,True
B0BBFJ9M3X,12999,4,64,200,5000,1,0,16.4,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BYN48MQW,8799,4,64,192,5000,1,0,16.9,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,False
B0B4F2XCK3,12999,6,128,207,6000,0,5,16.5,7.7,0.9,0,12.0,12,5,0,0,0,0,0,0,50,True
B09WQYFLRX,18999,6,128,195,5000,1,7,16.4,7.6,0.9,4,12.1,12,2,0,0,0,0,0,0,12,True
B0B3CPQ5PF,28999,8,128,190,4500,1,0,15.9,7.3,0.8,4,12.1,12,2,0,0,0,0,0,0,12,True
B08VB57558,34999,8,128,190,4500,0,5,15.98,7.45,0.84,0,11.0,12,5,1,1,1,1,1,1,12,True
B0BZ48VZMR,10999,4,64,190,5000,0,7,16.6,7.6,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BY8JZ22K,19999,8,128,195,5000,1,7,16.6,7.6,0.8,4,60.0,12,2,0,0,0,0,0,0,12,True
B07WHSR1NR,13999,6,128,194,5000,0,0,16.4,7.6,0.8,1,12.0,12,2,1,1,1,1,1,1,50,True
B0BD3V985M,15499,6,128,196,6000,0,0,15.9,7.4,0.9,0,12.0,12,6,1,1,1,1,1,1,12,True
B0BBH4C5KT,9999,4,4,201,5000,1,0,16.4,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,False
B0BZCSNTT4,15990,6,256,206,6000,0,0,16.7,7.7,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BZ466BWW,12999,6,128,190,5000,0,7,16.6,7.6,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BS3S3QXP,24497,6,128,500,5000,1,7,16.1,8.9,0.67,0,12.0,0,2,0,0,0,0,0,0,12,False
B0B14MR9L1,16999,6,128,215,6000,0,5,16.5,7.7,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B09GFM8CGS,6499,2,32,194,5000,1,0,16.5,7.7,0.9,3,12.0,12,2,1,1,1,1,1,1,13,True
B0BMGB2TPR,8499,4,64,188,5000,0,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B07WGPLN76,19999,8,128,173,4500,0,0,15.9,7.4,0.8,1,13.0,12,4,0,0,0,0,0,0,64,True
B09LHX1YFX,18999,8,128,195,5000,1,5,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BZWBSNJN,20999,8,8,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0B4F2TTTS,10999,4,4,207,6000,0,3,5.0,5.0,2.8,0,12.0,12,5,0,0,0,0,0,0,50,True
B0BMQSF1M4,9499,3,64,189,5000,1,0,16.4,7.6,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B07WGPKNGT,27999,8,128,193,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,64,True
B07WFPMQB1,18999,6,128,173,4500,0,0,15.9,7.4,0.8,1,13.0,12,4,0,0,0,0,0,0,64,True
B09ZBFD6TJ,21999,6,128,181,5000,0,0,17.5,9.1,0.6900000000000001,0,12.0,12,2,0,0,0,0,0,0,12,True
B09WRMNJ9G,34999,8,128,190,5000,1,7,16.3,7.6,0.8,4,60.0,12,2,0,0,0,0,0,0,12,True
B07WDKLDRX,24999,8,128,190,4700,0,0,16.3,7.6,0.9,1,12.0,12,2,0,0,0,0,0,0,64,True
B0C14MRRVN,14999,8,256,193,5000,1,8,16.4,7.5,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0C46B4GLM,29999,8,128,300,4500,0,7,15.0,10.0,0.5,0,10.0,12,2,0,0,0,0,0,0,12,False
B0C24CWJ2K,34990,8,1,310,10,1,6,15.0,7.0,0.7,0,12.0,12,2,0,0,0,0,0,0,12,False
B0B4S3283N,41999,8,128,181,5000,0,0,16.4,7.6,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B09ZBF5Y4J,13999,4,64,195,5000,0,0,18.4,9.8,0.65,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BBM7L888,7999,4,64,182,5000,0,7,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BG1PYJR4,11499,4,64,193,5000,0,0,16.4,7.6,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B09FKB3446,7999,4,64,195,5000,0,7,16.5,7.6,0.9,0,11.0,12,2,1,1,1,1,1,1,5,True
B0BBN3WF7V,5699,2,2,192,5000,1,0,16.5,7.7,0.9,6,11.0,12,2,0,0,0,0,0,0,12,True
B0BBMGZ5T4,6899,3,32,182,5000,0,7,16.4,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,12,True
B09FKDH6FS,6499,2,32,182,5000,0,7,16.41,7.56,0.85,0,11.0,12,2,1,1,1,1,1,1,5,True
B0BYNBXP3S,35999,8,128,177,4500,0,7,15.57,1.55,0.745,0,12.0,0,2,0,0,0,0,0,0,12,False
B0BSTVXFWD,11999,6,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BSNP46QP,39999,8,128,205,5000,1,7,16.3,7.4,0.9,4,13.0,12,2,0,0,0,0,0,0,12,True
B0BBH16VNN,11999,6,128,201,5000,1,0,16.4,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,False
B0BYN1GM6V,10799,6,128,192,5000,1,0,16.9,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,False
B0BSNNWX8R,44999,16,256,205,5000,1,7,16.3,7.4,0.9,4,60.0,12,2,0,0,0,0,0,0,12,True
B07WHSJXLF,24999,8,128,180,4700,0,0,16.0,7.4,0.8,1,12.0,12,5,0,0,0,0,0,0,64,True
B07WDK2QZ7,32990,8,128,200,4350,0,0,15.9,7.5,0.9,1,12.0,12,2,1,1,1,1,1,1,48,True
B07WHQRCZD,30990,8,128,196,4500,0,0,16.3,7.6,0.8,1,12.0,12,5,1,1,1,1,1,1,48,True
B08697MJFD,39990,8,128,210,4000,0,0,16.2,7.6,0.9,1,11.1,12,5,1,1,1,1,1,1,48,True
B0BQ3MT8P2,18999,6,128,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BVMP4NGL,79999,12,256,229,4820,1,0,16.3,7.5,0.8,3,14.0,12,2,0,0,0,0,0,0,12,False
B09XB7SRQ5,8999,4,64,194,5000,1,0,16.5,7.7,0.9,3,12.5,12,2,1,1,1,1,1,1,13,True
B09QS8V5N8,12999,4,64,179,5000,1,0,16.0,7.4,0.8,3,13.0,12,6,1,1,1,1,1,1,50,True
B07WHQLR7G,54999,8,256,205,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,12,False
B0B3CQBRB4,28998,8,128,190,4500,1,0,15.9,7.3,0.8,4,12.1,12,2,0,0,0,0,0,0,50,True
B082F2T5PQ,18999,8,128,188,5000,1,0,16.0,7.3,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BMQS9NVT,12499,4,64,189,5000,1,0,16.4,7.6,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BXCZNH3B,40999,8,256,202,5000,0,0,15.8,7.7,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B085J1QWFV,23499,6,128,196,4520,1,0,16.37,7.68,0.78,3,12.5,12,5,1,1,1,1,1,1,12,True
B07WJW747N,12999,4,128,183,5000,0,0,16.4,7.6,0.8,1,12.0,12,2,0,0,0,0,0,0,12,False
B0B9YK24TF,4499,0,48,124,1450,0,2,20.5,5.5,1.1,5,30.0,12,2,0,0,0,0,0,0,12,False
B0BT9G7RYH,134999,12,512,233,5000,0,0,16.5,7.5,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BZCSMP95,14990,4,128,206,6000,0,0,16.7,7.7,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BS15YYGC,20999,8,128,202,5000,0,0,16.8,7.8,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B09XJ36Q27,27999,8,128,176,5000,0,5,16.5,7.7,0.7,0,12.0,12,6,0,0,0,0,0,0,108,True
B09G38DT4B,26999,6,128,158,4250,1,4,16.1,7.6,0.7,3,12.5,12,5,1,1,1,1,1,1,64,True
B09XB8WTXN,44999,8,256,205,4600,1,5,16.4,7.5,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0BQ3MMPX6,16999,4,128,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B07WGP3P6C,59999,16,256,205,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,12,False
B07WGNYCPN,37990,12,128,200,4350,0,0,15.9,7.5,0.9,1,12.0,12,2,1,1,1,1,1,1,48,True
B0BXD3F6PC,38999,8,128,202,5000,0,0,15.8,7.7,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B09WR4JRTG,27990,6,128,186,5000,0,0,16.0,7.4,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BS18YNRJ,24999,8,128,197,5000,0,0,16.5,7.7,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B09WQY65HN,18990,6,128,195,5000,1,7,16.4,7.6,0.9,4,60.0,12,2,0,0,0,0,0,0,12,True
B0BS17TCSS,24999,8,128,197,5000,0,0,16.5,7.7,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BY8PYVS6,74998,8,128,168,3900,0,0,14.6,7.1,0.8,0,13.0,12,2,0,0,0,0,0,0,12,False
B09Y99VSSJ,13499,6,128,191,5050,1,0,16.5,7.5,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BX9BDG4Q,8999,6,128,203,5000,1,2,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BX9YM275,11999,8,128,213,6000,1,8,17.1,7.8,0.9,2,12.0,12,4,1,1,1,1,1,1,50,False
B0B56YRDDT,7799,4,64,194,5000,1,0,16.5,7.6,0.9,0,12.0,12,4,0,0,0,0,0,0,13,True
B0BXLQP2SH,7899,4,64,207,6000,1,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BWYJWRZW,5999,2,32,192,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B09S3W77PT,5199,2,32,187,3100,0,2,14.7,7.3,1.0,0,11.0,12,2,0,0,0,0,0,0,12,False
B0BVBHB193,7999,4,64,204,5000,0,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BNBZRRJM,8998,3,32,210,4000,0,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BXLS3L5V,5999,3,64,207,6000,1,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B07X97GXJJ,3999,1,8,250,1600,0,7,8.0,7.0,0.6,0,7.0,0,2,0,0,0,0,0,0,12,False
B0986MQRFB,11488,4,64,196,5050,0,0,16.5,7.6,0.9,0,11.0,12,6,0,0,0,0,0,0,48,True
B0C1SXGSH4,7718,4,64,192,5000,1,0,16.49,7.68,0.9,0,13.0,12,2,0,0,0,0,0,0,12,False
B0BX9WNP7W,10420,6,128,192,5000,1,0,16.88,7.65,0.87,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BD64QF6F,12900,6,128,201,5000,1,7,16.4,7.61,0.89,0,12.0,12,2,0,0,0,0,0,0,12,False
B0BYZSCPTT,17490,6,128,188,5000,1,0,16.59,7.62,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0B6GDLMQK,17940,6,128,560,5000,1,7,16.42,7.61,0.81,0,11.0,0,2,0,0,0,0,0,0,12,False
B01HMJGB36,5099,3,32,490,2500,0,7,17.6,1.7,3.6,0,5.1,0,2,0,0,0,0,0,0,12,False
B09NY874NW,7999,3,32,370,5000,1,2,16.49,7.71,0.9,0,10.0,12,2,0,0,0,0,0,0,12,False
B0B6RR8GZQ,12989,6,128,460,5000,1,7,15.98,7.38,0.81,0,11.0,0,2,0,0,0,0,0,0,12,False
B0BQ3PJJDQ,16999,128,4,188,5000,1,0,16.6,7.6,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B0B4F5L738,13999,6,128,195,5000,0,5,16.5,7.7,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0B449C737,13999,4,64,187,5000,1,0,16.4,7.5,0.8,0,12.0,12,2,0,0,0,0,0,0,12,False
B0948NNY3W,14999,6,64,179,5000,1,0,16.0,7.5,0.8,0,11.0,12,6,1,1,1,1,1,1,12,True
B09RN24CY6,12999,6,128,194,5000,0,7,16.5,7.6,0.9,0,11.0,12,2,0,0,0,0,0,0,50,True
B0BG1NWLY3,12499,4,128,193,5000,0,0,16.4,7.6,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B0B59VZB13,12989,4,64,200,5000,1,7,16.4,7.61,0.89,0,12.0,0,2,0,0,0,0,0,0,12,False
B0BMGG6NKT,9499,4,128,188,5000,0,0,16.4,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B07WHR5ZG7,31999,12,256,193,5000,0,0,16.5,7.7,0.9,1,13.0,12,2,1,1,1,1,1,1,64,True
B0BKKHFGCP,10999,4,128,207,5000,1,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,True
B0BPLSPG93,6999,3,32,210,4000,0,0,16.5,7.6,0.9,0,12.0,12,2,0,0,0,0,0,0,12,False
B09XB8RRMV,48999,12,256,205,4600,1,5,16.4,7.5,0.8,3,13.0,12,2,0,0,0,0,0,0,12,True
B07WJVZZVY,44990,8,256,210,4700,0,0,16.5,7.7,0.8,1,12.0,12,2,1,1,1,1,1,1,50,False
B09Y9BXQ2R,12999,4,64,191,5050,1,0,16.5,7.5,0.8,0,11.0,12,2,0,0,0,0,0,0,12,True
B0BD5J36FC,21999,8,128,175,4500,1,0,16.0,7.3,0.7,0,11.0,12,2,0,0,0,0,0,0,12,False
B08LRGD1T1,33499,8,128,173,4350,1,0,16.0,7.3,0.8,0,11.0,12,2,0,0,0,0,0,0,12,False
B09TWH8YHM,18499,8,128,215,6000,0,5,16.5,7.7,0.9,0,12.0,12,6,0,0,0,0,0,0,50,True
B0B3CPQ5PF,28999,8,128,190,4500,1,0,15.9,7.3,0.8,4,60.0,12,2,0,0,0,0,0,0,12,True
B0BBFJ9M3X,12999,4,64,200,5000,1,0,16.4,7.6,0.9,3,13.0,12,2,0,0,0,0,0,0,12,True
B09ZBF5Y4J,13999,4,64,195,5000,0,0,18.4,9.8,0.65,0,12.0,12,2,0,0,0,0,0,0,12,True
